Reading timing models for corner max_tt_025C_1v80…
Reading timing library for the 'max_tt_025C_1v80' corner at '/root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
Reading timing models for corner min_ss_100C_1v60…
Reading timing library for the 'min_ss_100C_1v60' corner at '/root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
Reading timing models for corner nom_tt_025C_1v80…
Reading timing library for the 'nom_tt_025C_1v80' corner at '/root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
[WARNING STA-1140] /root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib line 1, library sky130_fd_sc_hd__tt_025C_1v80 already exists.
Reading timing models for corner max_ff_n40C_1v95…
Reading timing library for the 'max_ff_n40C_1v95' corner at '/root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
Reading timing models for corner nom_ff_n40C_1v95…
Reading timing library for the 'nom_ff_n40C_1v95' corner at '/root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
[WARNING STA-1140] /root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib line 1, library sky130_fd_sc_hd__ff_n40C_1v95 already exists.
Reading timing models for corner max_ss_100C_1v60…
Reading timing library for the 'max_ss_100C_1v60' corner at '/root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
[WARNING STA-1140] /root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib line 1, library sky130_fd_sc_hd__ss_100C_1v60 already exists.
Reading timing models for corner min_tt_025C_1v80…
Reading timing library for the 'min_tt_025C_1v80' corner at '/root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
[WARNING STA-1140] /root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib line 1, library sky130_fd_sc_hd__tt_025C_1v80 already exists.
Reading timing models for corner nom_ss_100C_1v60…
Reading timing library for the 'nom_ss_100C_1v60' corner at '/root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
[WARNING STA-1140] /root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib line 1, library sky130_fd_sc_hd__ss_100C_1v60 already exists.
Reading timing models for corner min_ff_n40C_1v95…
Reading timing library for the 'min_ff_n40C_1v95' corner at '/root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
[WARNING STA-1140] /root/.ciel/ciel/sky130/versions/8afc8346a57fe1ab7934ba5a6056ea8b43078e71/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib line 1, library sky130_fd_sc_hd__ff_n40C_1v95 already exists.
Reading OpenROAD database at '/home/Ven/vscode/VRAI/runs/RUN_2026-07-28_12-39-10/28-openroad-globalplacement/VRAI_SYNC_CORE.odb'…
Reading design constraints file at '/home/Ven/vscode/VRAI/constraints/vrai_pnr.sdc'…
[INFO] No information on clock propagation in input SDC file-- propagating all clocks.
[INFO RSZ-0027] Inserted 49 sky130_fd_sc_hd__clkdlybuf4s25_1 input buffers.
[INFO RSZ-0028] Inserted 58 sky130_fd_sc_hd__clkdlybuf4s25_1 output buffers.
+ repair_design -verbose -max_wire_length 0 -slew_margin 30 -cap_margin 30
Iteration |   Area    | Resized | Buffers | Nets repaired | Remaining
      940 |     +0.3% |       3 |       4 |             4 |      2083
      950 |     +0.3% |       3 |       4 |             4 |      2073
      960 |     +0.3% |       3 |       5 |             5 |      2063
      970 |     +0.3% |       3 |       5 |             5 |      2053
      980 |     +0.3% |       3 |       5 |             5 |      2043
      990 |     +0.3% |       3 |       5 |             5 |      2033
     1000 |     +0.3% |       3 |       5 |             5 |      2023
     1010 |     +0.3% |       3 |       5 |             5 |      2013
     1020 |     +0.3% |       3 |       5 |             5 |      2003
     1030 |     +0.3% |       3 |       5 |             5 |      1993
     1040 |     +0.3% |       3 |       5 |             5 |      1983
     1050 |     +0.3% |       3 |       5 |             5 |      1973
     1060 |     +0.3% |       3 |       5 |             5 |      1963
     1070 |     +0.3% |       3 |       5 |             5 |      1953
     1080 |     +0.3% |       3 |       5 |             5 |      1943
     1090 |     +0.3% |       3 |       5 |             5 |      1933
     1100 |     +0.3% |       3 |       5 |             5 |      1923
     1110 |     +0.3% |       3 |       5 |             5 |      1913
     1120 |     +0.3% |       3 |       5 |             5 |      1903
     1130 |     +0.3% |       3 |       5 |             5 |      1893
     1140 |     +0.3% |       3 |       5 |             5 |      1883
     1150 |     +0.3% |       3 |       5 |             5 |      1873
     1160 |     +0.3% |       3 |       5 |             5 |      1863
     1170 |     +0.3% |       3 |       5 |             5 |      1853
     1180 |     +0.3% |       3 |       5 |             5 |      1843
     1190 |     +0.3% |       3 |       5 |             5 |      1833
     1200 |     +0.3% |       3 |       5 |             5 |      1823
     1210 |     +0.3% |       3 |       5 |             5 |      1813
     1220 |     +0.3% |       3 |       5 |             5 |      1803
     1230 |     +0.3% |       3 |       5 |             5 |      1793
     1240 |     +0.3% |       3 |       5 |             5 |      1783
     1250 |     +0.3% |       3 |       5 |             5 |      1773
     1260 |     +0.3% |       3 |       5 |             5 |      1763
     1270 |     +0.3% |       3 |       5 |             5 |      1753
     1280 |     +0.3% |       3 |       5 |             5 |      1743
     1290 |     +0.3% |       3 |       5 |             5 |      1733
     1300 |     +0.3% |       3 |       5 |             5 |      1723
     1310 |     +0.3% |       3 |       5 |             5 |      1713
     1320 |     +0.3% |       3 |       5 |             5 |      1703
     1330 |     +0.3% |       3 |       5 |             5 |      1693
     1340 |     +0.3% |       3 |       5 |             5 |      1683
     1350 |     +0.3% |       3 |       5 |             5 |      1673
     1360 |     +0.3% |       3 |       5 |             5 |      1663
     1370 |     +0.3% |       3 |       5 |             5 |      1653
     1380 |     +0.3% |       3 |       5 |             5 |      1643
     1390 |     +0.3% |       3 |       5 |             5 |      1633
     1400 |     +0.3% |       3 |       5 |             5 |      1623
     1410 |     +0.3% |       3 |       5 |             5 |      1613
     1420 |     +0.3% |       3 |       5 |             5 |      1603
     1430 |     +0.3% |       3 |       5 |             5 |      1593
     1440 |     +0.3% |       3 |       5 |             5 |      1583
     1450 |     +0.3% |       3 |       5 |             5 |      1573
     1460 |     +0.3% |       3 |       5 |             5 |      1563
     1470 |     +0.3% |       3 |       5 |             5 |      1553
     1480 |     +0.3% |       3 |       5 |             5 |      1543
     1490 |     +0.3% |       3 |       5 |             5 |      1533
     1500 |     +0.3% |       3 |       5 |             5 |      1523
     1510 |     +0.4% |       3 |       8 |             8 |      1513
     1520 |     +0.4% |       3 |       8 |             8 |      1503
     1530 |     +0.4% |       3 |       8 |             8 |      1493
     1540 |     +0.4% |       3 |       8 |             8 |      1483
     1550 |     +0.4% |       3 |       8 |             8 |      1473
     1560 |     +0.4% |       3 |       8 |             8 |      1463
     1570 |     +0.5% |       3 |      11 |            11 |      1453
     1580 |     +0.7% |       3 |      17 |            17 |      1443
     1590 |     +0.7% |       3 |      17 |            17 |      1433
     1600 |     +0.7% |       3 |      17 |            17 |      1423
     1610 |     +0.7% |       3 |      17 |            17 |      1413
     1620 |     +0.7% |       3 |      17 |            17 |      1403
     1630 |     +0.7% |       3 |      17 |            17 |      1393
     1640 |     +0.7% |       3 |      17 |            17 |      1383
     1650 |     +0.7% |       3 |      17 |            17 |      1373
     1660 |     +0.7% |       3 |      17 |            17 |      1363
     1670 |     +0.7% |       3 |      17 |            17 |      1353
     1680 |     +0.7% |       3 |      17 |            17 |      1343
     1690 |     +0.7% |       3 |      17 |            17 |      1333
     1700 |     +0.7% |       3 |      17 |            17 |      1323
     1710 |     +0.8% |       4 |      19 |            19 |      1313
     1720 |     +0.8% |       4 |      19 |            19 |      1303
     1730 |     +0.8% |       4 |      19 |            19 |      1293
     1740 |     +0.8% |       4 |      19 |            19 |      1283
     1750 |     +0.9% |       5 |      20 |            20 |      1273
     1760 |     +0.9% |       5 |      21 |            21 |      1263
     1770 |     +0.9% |       5 |      21 |            21 |      1253
     1780 |     +1.1% |       5 |      26 |            26 |      1243
     1790 |     +1.4% |       5 |      36 |            36 |      1233
     1800 |     +1.4% |       5 |      37 |            37 |      1223
     1810 |     +1.4% |       5 |      37 |            37 |      1213
     1820 |     +1.4% |       5 |      37 |            37 |      1203
     1830 |     +1.4% |       5 |      37 |            37 |      1193
     1840 |     +1.4% |       6 |      38 |            38 |      1183
     1850 |     +1.4% |       6 |      38 |            38 |      1173
     1860 |     +1.4% |       6 |      38 |            38 |      1163
     1870 |     +1.4% |       6 |      38 |            38 |      1153
     1880 |     +1.4% |       6 |      38 |            38 |      1143
     1890 |     +1.4% |       6 |      38 |            38 |      1133
     1900 |     +1.5% |       6 |      40 |            40 |      1123
     1910 |     +1.6% |       6 |      42 |            42 |      1113
     1920 |     +1.6% |       6 |      42 |            42 |      1103
     1930 |     +1.6% |       6 |      43 |            43 |      1093
     1940 |     +1.6% |       6 |      44 |            46 |      1083
     1950 |     +1.6% |       6 |      44 |            46 |      1073
     1960 |     +1.6% |       6 |      44 |            46 |      1063
     1970 |     +1.6% |       6 |      44 |            46 |      1053
     1980 |     +1.6% |       6 |      44 |            46 |      1043
     1990 |     +1.6% |       6 |      44 |            46 |      1033
     2000 |     +1.6% |       6 |      44 |            46 |      1023
     2010 |     +1.6% |       6 |      44 |            46 |      1013
     2020 |     +1.7% |       6 |      45 |            47 |      1003
     2030 |     +1.7% |       6 |      45 |            47 |       993
     2040 |     +1.7% |       6 |      45 |            47 |       983
     2050 |     +1.7% |       6 |      45 |            47 |       973
     2060 |     +1.7% |       6 |      45 |            47 |       963
     2070 |     +1.7% |       6 |      45 |            47 |       953
     2080 |     +1.7% |       6 |      45 |            47 |       943
     2090 |     +1.7% |       6 |      45 |            47 |       933
     2100 |     +1.7% |       6 |      45 |            47 |       923
     2110 |     +1.7% |       6 |      45 |            47 |       913
     2120 |     +1.7% |       6 |      45 |            47 |       903
     2130 |     +1.7% |       6 |      45 |            47 |       893
     2140 |     +1.7% |       6 |      45 |            47 |       883
     2150 |     +1.7% |       6 |      45 |            47 |       873
     2160 |     +1.7% |       6 |      45 |            47 |       863
     2170 |     +1.7% |       6 |      45 |            47 |       853
     2180 |     +1.7% |       6 |      46 |            48 |       843
     2190 |     +1.7% |       6 |      46 |            48 |       833
     2200 |     +1.7% |       6 |      46 |            48 |       823
     2210 |     +1.7% |       6 |      46 |            48 |       813
     2220 |     +1.7% |       6 |      46 |            48 |       803
     2230 |     +1.7% |       6 |      46 |            48 |       793
     2240 |     +1.7% |       6 |      46 |            48 |       783
     2250 |     +1.7% |       6 |      46 |            48 |       773
     2260 |     +1.7% |       6 |      46 |            48 |       763
     2270 |     +1.7% |       6 |      46 |            48 |       753
     2280 |     +1.7% |       6 |      46 |            48 |       743
     2290 |     +1.7% |       6 |      46 |            48 |       733
     2300 |     +1.7% |       6 |      46 |            48 |       723
     2310 |     +1.7% |       6 |      46 |            48 |       713
     2320 |     +1.7% |       6 |      46 |            48 |       703
     2330 |     +1.7% |       6 |      46 |            48 |       693
     2340 |     +1.7% |       6 |      46 |            48 |       683
     2350 |     +1.7% |       6 |      46 |            48 |       673
     2360 |     +1.7% |       6 |      46 |            48 |       663
     2370 |     +1.7% |       6 |      46 |            48 |       653
     2380 |     +1.7% |       6 |      46 |            48 |       643
     2390 |     +1.7% |       6 |      46 |            48 |       633
     2400 |     +1.7% |       6 |      46 |            48 |       623
     2410 |     +1.7% |       6 |      46 |            48 |       613
     2420 |     +1.7% |       6 |      46 |            48 |       603
     2430 |     +1.7% |       6 |      46 |            48 |       593
     2440 |     +1.7% |       6 |      46 |            48 |       583
     2450 |     +1.7% |       6 |      46 |            48 |       573
     2460 |     +1.7% |       6 |      46 |            48 |       563
     2470 |     +1.7% |       7 |      47 |            49 |       553
     2480 |     +1.7% |       7 |      47 |            49 |       543
     2490 |     +1.7% |       7 |      47 |            49 |       533
     2500 |     +1.7% |       7 |      47 |            49 |       523
     2510 |     +1.7% |       7 |      47 |            49 |       513
     2520 |     +1.7% |       7 |      47 |            49 |       503
     2530 |     +1.7% |       7 |      47 |            49 |       493
     2540 |     +1.7% |       7 |      47 |            49 |       483
     2550 |     +1.7% |       7 |      47 |            49 |       473
     2560 |     +1.7% |       7 |      47 |            49 |       463
     2570 |     +1.7% |       7 |      47 |            49 |       453
     2580 |     +1.7% |       7 |      47 |            49 |       443
     2590 |     +1.7% |       7 |      47 |            49 |       433
     2600 |     +1.7% |       7 |      47 |            49 |       423
     2610 |     +1.7% |       7 |      47 |            49 |       413
     2620 |     +1.7% |       7 |      47 |            49 |       403
     2630 |     +1.7% |       7 |      47 |            49 |       393
     2640 |     +1.7% |       7 |      47 |            49 |       383
     2650 |     +1.7% |       7 |      47 |            49 |       373
     2660 |     +2.0% |       9 |      51 |            52 |       363
     2670 |     +2.4% |      13 |      58 |            57 |       353
     2680 |     +2.4% |      13 |      58 |            57 |       343
     2690 |     +2.4% |      13 |      58 |            57 |       333
     2700 |     +2.4% |      13 |      58 |            57 |       323
     2710 |     +2.4% |      13 |      58 |            57 |       313
     2720 |     +2.4% |      13 |      58 |            57 |       303
     2730 |     +2.4% |      13 |      58 |            57 |       293
     2740 |     +2.4% |      13 |      58 |            57 |       283
     2750 |     +2.4% |      13 |      58 |            57 |       273
     2760 |     +2.4% |      13 |      58 |            57 |       263
     2770 |     +2.4% |      13 |      58 |            57 |       253
     2780 |     +2.4% |      13 |      58 |            57 |       243
     2790 |     +2.4% |      13 |      58 |            57 |       233
     2800 |     +2.4% |      13 |      58 |            57 |       223
     2810 |     +2.4% |      13 |      58 |            57 |       213
     2820 |     +2.4% |      13 |      58 |            57 |       203
     2830 |     +2.4% |      13 |      58 |            57 |       193
     2840 |     +2.4% |      13 |      58 |            57 |       183
     2850 |     +2.4% |      13 |      58 |            57 |       173
     2860 |     +2.4% |      13 |      58 |            57 |       163
     2870 |     +2.4% |      13 |      58 |            57 |       153
     2880 |     +2.4% |      13 |      58 |            57 |       143
     2890 |     +2.4% |      13 |      58 |            57 |       133
     2900 |     +2.4% |      13 |      58 |            57 |       123
     2910 |     +2.4% |      13 |      58 |            57 |       113
     2920 |     +2.4% |      13 |      58 |            57 |       103
     2930 |     +2.5% |      14 |      59 |            58 |        93
     2940 |     +2.5% |      15 |      60 |            59 |        83
     2950 |     +2.5% |      15 |      60 |            59 |        73
     2960 |     +2.5% |      15 |      60 |            59 |        63
     2970 |     +2.5% |      15 |      60 |            59 |        53
     2980 |     +2.5% |      15 |      60 |            59 |        43
     2990 |     +2.5% |      15 |      60 |            59 |        33
     3000 |     +2.5% |      15 |      60 |            59 |        23
     3010 |     +2.5% |      15 |      60 |            59 |        13
     3020 |     +2.5% |      15 |      60 |            59 |         3
    final |     +2.5% |      15 |      60 |            59 |         0
---------------------------------------------------------------------
[INFO RSZ-0034] Found 59 slew violations.
[INFO RSZ-0036] Found 55 capacitance violations.
[INFO RSZ-0039] Resized 15 instances.
[INFO RSZ-0038] Inserted 60 buffers in 59 nets.
[WARNING RSZ-0020] found 2 floating nets.
 VGND
 VPWR
+ detailed_placement -max_displacement  500 100 
Placement Analysis
---------------------------------
total displacement      10067.6 u
average displacement        2.4 u
max displacement           30.9 u
original HPWL           94215.5 u
legalized HPWL         102224.2 u
delta HPWL                    9 %

[INFO DPL-0020] Mirrored 1131 instances
[INFO DPL-0021] HPWL before          102224.2 u
[INFO DPL-0022] HPWL after            99863.3 u
[INFO DPL-0023] HPWL delta               -2.3 %
Setting global connections for newly added cells…
[INFO] Setting global connections...
[INFO ODB-0403] 668 connections made, 0 conflicts skipped.
Updating metrics…
Cell type report:                       Count       Area
  Fill cell                               188     705.68
  Tap cell                                912    1141.09
  Timing Repair Buffer                    167    1886.81
  Inverter                                 67     253.99
  Sequential cell                         416    8863.50
  Multi-Input combinational cell         2383   24297.05
  Total                                  4133   37148.13
